name,description,oldprice,price,discount,category,category,promo,url,picture,picture,picture,picture,keywords
"Толстовка Microterry Juicy Logo","  	 Толстовка с капюшоном, длинными рукавами, застежкой на молнию, принтом на рукаве и отделкой из трикотажа в рубчик по низу и на манжетах. Представлена в двух цветах.  ",5600,2800,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/tolstovka-microterry-juicy-logo-JWTKJ120898-419/,https://juicycouture.ru/upload/iblock/05c/05c02ef08c78ebaa7b13bde3e5bc2d63.jpg,https://juicycouture.ru/upload/iblock/5ee/5eedb254e212e642122b85dc49873bb6.jpg,https://juicycouture.ru/upload/iblock/232/232980a406b89d877edcb141c335fc10.jpg,,
"Куртка Banana Print Colorblock Tricot","  	 Укороченная куртка с длинными рукавами, принтом-банан, контрастным капюшоном и полосами, манжетами на рукавах и по низу и застежкой на молнию спереди.  ",7900,3950,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/kurtka-banana-print-colorblock-tricot-JWTKJ122377-959/,https://juicycouture.ru/upload/iblock/37f/37fefc92fc8fce2b95d610b2387a4410.jpg,https://juicycouture.ru/upload/iblock/a6b/a6b3d7eccfa53cd8336fe8fa99cfdadf.jpg,https://juicycouture.ru/upload/iblock/d77/d77275472c33c85a1dcdff6d9108bd8e.jpg,,
"Майка Juicy Rainbow Gradient Tie Back","  	 Комбинезон на тонких бретелях, принтом Майка с короткими рукавами, круглым вырезом, принтом спереди и узлами на спине.спереди и с эластичной регулируемой талией со шнурком.  ",3300,1980,40%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/mayka-juicy-rainbow-gradient-tie-back-JWTKT120718-119/,https://juicycouture.ru/upload/iblock/d38/d387707884103344674d436f7e70f4b1.jpg,https://juicycouture.ru/upload/iblock/b85/b858138d1083c03b260fcd10fc935465.jpg,https://juicycouture.ru/upload/iblock/7a0/7a072dc8c8536bf2e6fff018c40afafd.jpg,,
"Майка Fresh Cutoff Graphic Muscle","  	 Майка с короткими рукавами, круглым вырезом и контрастным принтом спереди. Представлена в двух цветах.  ",3100,1550,50%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/mayka-fresh-cutoff-graphic-muscle-JWTKT127050-049/,https://juicycouture.ru/upload/iblock/06f/06f4b48e8adec0bbcd9319970d182dee.jpg,https://juicycouture.ru/upload/iblock/2ad/2ad6ba4ee6f439585087f5a01ba73857.jpg,https://juicycouture.ru/upload/iblock/e94/e940424a17777c51398d10eac6aaa025.jpg,,
"Майка Juicy Cutoff Graphic Muscle","  	 Майка с короткими рукавами, круглым вырезом и контрастным принтом спереди. Представлена в двух цветах.  ",3100,1860,40%,"Juicy by Juicy",,,https://juicycouture.ru/catalog/juicy-x-juicy/mayka-juicy-cutoff-graphic-muscle-JWTKT127436-419/,https://juicycouture.ru/upload/iblock/cc8/cc873afa3037beefb291feba5c5d0411.jpg,https://juicycouture.ru/upload/iblock/dd6/dd68b1770a74492268d5e33847d458a5.jpg,https://juicycouture.ru/upload/iblock/fcd/fcd321d97ca34a021274051c113cb42a.jpg,,
"Платье Cherry Bisou Flirty","  	 Платье с объемными короткими рукавами, принтом-вишни и застежкой на пуговицы спереди.  ",21800,10900,50%,"Одежда > Платья",,,https://juicycouture.ru/catalog/womens-clothing/dresses/plate-cherry-bisou-flirty-WFWD137855-416/,https://juicycouture.ru/upload/iblock/2f1/2f199b399ff374a7cb8ba70a113e98de.jpg,https://juicycouture.ru/upload/iblock/2fb/2fb697a9ad980b9953c02208559593e6.jpg,https://juicycouture.ru/upload/iblock/02b/02bc6feee83a6c744b77f55624e2cd06.jpg,,
"Брюки Microterry Zuma","  	 Брюки-джоггеры с эластичной регулируемой талией со шнурком, контрастными полосами по бокам и манжетами по низу.  ",8900,4450,50%,"Одежда > Брюки",,,https://juicycouture.ru/catalog/womens-clothing/pants/bryuki-microterry-zuma-WTKB117068-734/,https://juicycouture.ru/upload/iblock/83b/83b8439c2c72f9df7a8d2133c56371c2.jpg,https://juicycouture.ru/upload/iblock/207/207dd46d5be772cdc41d6417bf3bd909.jpg,https://juicycouture.ru/upload/iblock/ac8/ac84892869e7c36fdf77c15d1e79f28d.jpg,,
"Комбинезон Colorblock Microterry Romper W Juicy","  	 Комбинезон на тонких регулируемых бретелях, с эластичной талией и контрастной полосой со стразами.  ",12800,6400,50%,"Одежда > Комбинезоны",,,https://juicycouture.ru/catalog/womens-clothing/overalls/kombinezon-colorblock-microterry-romper-w-juicy-WTKR116668-417/,https://juicycouture.ru/upload/iblock/e42/e42f3b77752dac29738099a110b77a50.jpg,https://juicycouture.ru/upload/iblock/202/20289254491af7b69dc55074a6966256.jpg,https://juicycouture.ru/upload/iblock/9aa/9aa0f9c2e072f944e1af34e1612b95bd.jpg,,
"Футболка Juicy Cherry","  	 Футболка с короткими рукавами, круглым вырезом и принтом спереди. Представлена в двух цветах.  ",5600,2800,50%,"Одежда > Футболки",,,https://juicycouture.ru/catalog/womens-clothing/t-shirts/futbolka-juicy-cherry-WTKT116352-675/,https://juicycouture.ru/upload/iblock/833/833e6852b45d672e15103e7d6a1374a6.jpg,https://juicycouture.ru/upload/iblock/2e7/2e7bae5d50243bd01f3ee3e357f06974.jpg,https://juicycouture.ru/upload/iblock/65d/65d7ecfdd36be4ab8afe5f9bdec12603.jpg,,
"Блузка Stripe Cotton","Рубашка классического кроя в сине-желтую полоску, отсылающего к стилю мужских сорочек. Традиционный воротник, прямой силуэт и нагрудный карман. Создайте утонченный образ, надев эту рубашку с укороченными брюками и изящной обувью.",10100,5050,50%,"Одежда > Блузки",,,https://juicycouture.ru/catalog/womens-clothing/blouses/bluzka-stripe-cotton-WFWT126216-964/,https://juicycouture.ru/upload/iblock/0e8/0e8ee715debaaeb33dd16dfaa17a10e1.jpg,https://juicycouture.ru/upload/iblock/765/7652176c815775cb2dba43e52912e3ff.jpg,https://juicycouture.ru/upload/iblock/92d/92dc221fb01487c9317150cbd09122f3.jpg,,
